Id,Country,Name,Hometown,Position,Age,Height,Weight,Photo
Wal-7,Wales,Tomos Williams,"Treorchy, Wales",9,28,178 Cm,77 Kg,https://www.rugbyworldcup.com/rwc2023/person-images-site/player-profile/50478.png
Wal-8,Wales,Johnny Williams,,Centre,27,189 Cm,93 Kg,https://www.rugbyworldcup.com/rwc2023/person-images-site/player-profile/57821.png
Wal-9,Wales,Mason Grady,"Cardiff, Wales",Centre,21,195 Cm,108 Kg,https://www.rugbyworldcup.com/rwc2023/person-images-site/player-profile/69222.png
Wal-10,Wales,George North,"King'S Lynn, England",Centre,31,193 Cm,109 Kg,https://www.rugbyworldcup.com/rwc2023/person-images-site/player-profile/42052.png
Wal-11,Wales,Nick Tompkins,,Centre,28,183 Cm,87 Kg,https://www.rugbyworldcup.com/rwc2023/person-images-site/player-profile/50353.png
Wal-12,Wales,Louis Rees-Zammit,,Wing,22,191 Cm,87 Kg,https://www.rugbyworldcup.com/rwc2023/person-images-site/player-profile/68956.png
Wal-13,Wales,Rio Dyer,"Newport, Wales",Wing,23,187 Cm,90 Kg,https://www.rugbyworldcup.com/rwc2023/person-images-site/player-profile/62342.png
Wal-14,Wales,Josh Adams,"Swansea, Wales",Wing,28,186 Cm,95 Kg,https://www.rugbyworldcup.com/rwc2023/person-images-site/player-profile/50463.png
Wal-15,Wales,Ryan Elias,"Carmarthen, Wales",2,28,188 Cm,110 Kg,https://www.rugbyworldcup.com/rwc2023/person-images-site/player-profile/55677.png
Wal-16,Wales,Elliot Dee,"Newport, Wales",2,29,185 Cm,106 Kg,https://www.rugbyworldcup.com/rwc2023/person-images-site/player-profile/48715.png
Wal-17,Wales,Dewi Lake,,2,24,185 Cm,110 Kg,https://www.rugbyworldcup.com/rwc2023/person-images-site/player-profile/62334.png
Wal-18,Wales,Aaron Wainwright,"Cardiff, Wales",8,26,188 Cm,106 Kg,https://www.rugbyworldcup.com/rwc2023/person-images-site/player-profile/63868.png
Wal-19,Wales,Jac Morgan,,Flanker,23,180 Cm,102 Kg,https://www.rugbyworldcup.com/rwc2023/person-images-site/player-profile/65572.png
Wal-20,Wales,Dan Lydiate,"Salford, England",Flanker,35,193 Cm,115 Kg,https://www.rugbyworldcup.com/rwc2023/person-images-site/player-profile/36341.png
Wal-21,Wales,Tommy Reffell,,Flanker,24,183 Cm,102 Kg,https://www.rugbyworldcup.com/rwc2023/person-images-site/player-profile/62337.png
Wal-22,Wales,Taine Basham,,Flanker,24,181 Cm,100 Kg,https://www.rugbyworldcup.com/rwc2023/person-images-site/player-profile/62326.png
Wal-23,Wales,Christ Tshiunza,,Forward,21,198 Cm,112 Kg,https://www.rugbyworldcup.com/rwc2023/person-images-site/player-profile/71378.png
Wal-24,Wales,Adam Beard,"Swansea, Wales",Lock,27,203 Cm,117 Kg,https://www.rugbyworldcup.com/rwc2023/person-images-site/player-profile/55680.png
Wal-25,Wales,Dafydd Jenkins,"Bridgend, Wales",Lock,21,201 Cm,117 Kg,https://www.rugbyworldcup.com/rwc2023/person-images-site/player-profile/71376.png
Wal-26,Wales,Will Rowlands,,Lock,32,203 Cm,123 Kg,https://www.rugbyworldcup.com/rwc2023/person-images-site/player-profile/68955.png
Wal-27,Wales,Dillon Lewis,"Church Village, Wales",Prop,27,183 Cm,118 Kg,https://www.rugbyworldcup.com/rwc2023/person-images-site/player-profile/55674.png
Wal-28,Wales,Nicky Smith,"Swansea, Wales",Prop,29,183 Cm,116 Kg,https://www.rugbyworldcup.com/rwc2023/person-images-site/player-profile/48713.png
Wal-29,Wales,Gareth Thomas,,Prop,30,188 Cm,116 Kg,https://www.rugbyworldcup.com/rwc2023/person-images-site/player-profile/45611.png
Wal-30,Wales,Tomas Francis,"York, England",Prop,31,185 Cm,135 Kg,https://www.rugbyworldcup.com/rwc2023/person-images-site/player-profile/56108.png
Wal-31,Wales,Corey Domachowski,,Prop,27,183 Cm,123 Kg,https://www.rugbyworldcup.com/rwc2023/person-images-site/player-profile/56817.png
Wal-32,Wales,Henry Thomas,,Prop,32,85 Cm,120 Kg,https://www.rugbyworldcup.com/rwc2023/person-images-site/player-profile/43582.png
Aus-1,Australia,Carter Gordon,,10,22,189 Cm,93 Kg,https://www.rugbyworldcup.com/rwc2023/person-images-site/player-profile/c492f469-c69e-49d3-b916-b7f80afd5b5f.png
Aus-2,Australia,Andrew Kellaway,,15,28,181 Cm,93 Kg,https://www.rugbyworldcup.com/rwc2023/person-images-site/player-profile/50211.png
Aus-3,Australia,Max Jorgensen,,15,19,184 Cm,87 Kg,https://www.rugbyworldcup.com/rwc2023/person-images-site/player-profile/a3fbed60-014b-4fc7-82e3-61eb8e720847.png
Aus-4,Australia,Nic White,"Scone, Australia",9,33,175 Cm,78 Kg,https://www.rugbyworldcup.com/rwc2023/person-images-site/player-profile/36794.png
Aus-5,Australia,Tate Mcdermott,,9,25,175 Cm,80 Kg,https://www.rugbyworldcup.com/rwc2023/person-images-site/player-profile/59640.png
Aus-6,Australia,Issak Fines-Leleiwasa,,9,28,172 Cm,82 Kg,https://www.rugbyworldcup.com/rwc2023/person-images-site/player-profile/56065.png
Aus-7,Australia,Lalakai Foketi,,Centre,28,186 Cm,101 Kg,https://www.rugbyworldcup.com/rwc2023/person-images-site/player-profile/47947.png
Aus-8,Australia,Izaia Perese,,Centre,26, Cm, Kg,https://www.rugbyworldcup.com/rwc2023/person-images-site/player-profile/57896.png
Aus-9,Australia,Samu Kerevi,"Suva, Fiji",Centre,30,186 Cm,108 Kg,https://www.rugbyworldcup.com/rwc2023/person-images-site/player-profile/45887.png
Aus-10,Australia,Ben Donaldson,,Fiveeighths,24, Cm, Kg,https://www.rugbyworldcup.com/rwc2023/person-images-site/player-profile/66844.png
Aus-11,Australia,Mark Nawaqanitawase,"Kogarah, Australia",Wing,23,190 Cm,96 Kg,https://www.rugbyworldcup.com/rwc2023/person-images-site/player-profile/66843.png
Aus-12,Australia,Jordan Petaia,"Werribee, Australia",Wing,23,191 Cm,102 Kg,https://www.rugbyworldcup.com/rwc2023/person-images-site/player-profile/63173.png
Aus-13,Australia,Marika Koroibete,"Namosi, Fiji",Wing,31,182 Cm,96 Kg,https://www.rugbyworldcup.com/rwc2023/person-images-site/player-profile/59442.png
Aus-14,Australia,Suli Vunivalu,,Wing,28,192 Cm,100 Kg,https://www.rugbyworldcup.com/rwc2023/person-images-site/player-profile/74575.png
Aus-15,Australia,Matt Faessler,,2,24,183 Cm,109 Kg,https://www.rugbyworldcup.com/rwc2023/person-images-site/player-profile/63162.png
Aus-16,Australia,David Porecki,,2,31,185 Cm,108 Kg,https://www.rugbyworldcup.com/rwc2023/person-images-site/player-profile/74268.png
Aus-17,Australia,Jordan Uelese,"Wellington, Australia",2,26,189 Cm,122 Kg,https://www.rugbyworldcup.com/rwc2023/person-images-site/player-profile/57899.png
Aus-18,Australia,Rob Valetini,"Clayton, Australia",8,25, Cm, Kg,https://www.rugbyworldcup.com/rwc2023/person-images-site/player-profile/60450.png
Aus-19,Australia,Langi Gleeson,,8,22,188 Cm,112 Kg,https://www.rugbyworldcup.com/rwc2023/person-images-site/player-profile/73985.png
Aus-20,Australia,Tom Hooper,,Flanker,22,199 Cm,122 Kg,https://www.rugbyworldcup.com/rwc2023/person-images-site/player-profile/b1a871c6-1dbe-46be-8798-96f4519a827e.png
Aus-21,Australia,Josh Kemeny,,Flanker,25,193 Cm,110 Kg,https://www.rugbyworldcup.com/rwc2023/person-images-site/player-profile/63158.png
Aus-22,Australia,Robert Leota,,Flanker,26, Cm, Kg,https://www.rugbyworldcup.com/rwc2023/person-images-site/player-profile/57683.png
Aus-23,Australia,Fraser Mcreight,,Flanker,24,184 Cm,103 Kg,https://www.rugbyworldcup.com/rwc2023/person-images-site/player-profile/63164.png
Aus-24,Australia,Nick Frost,,Lock,24,206 Cm,110 Kg,https://www.rugbyworldcup.com/rwc2023/person-images-site/player-profile/66859.png
Aus-25,Australia,Matt Philip,,Lock,29,196 Cm,95 Kg,https://www.rugbyworldcup.com/rwc2023/person-images-site/player-profile/47912.png
Aus-26,Australia,Richard Arnold,,Lock,33,208 Cm,127 Kg,https://www.rugbyworldcup.com/rwc2023/person-images-site/player-profile/d0cb2762-41a5-46f0-aa2b-458ff8a43dfc.png
Aus-27,Australia,Will Skelton,"Auckland, New Zealand",Lock,31,203 Cm,140 Kg,https://www.rugbyworldcup.com/rwc2023/person-images-site/player-profile/43181.png
Aus-28,Australia,Pone Fa’Amausili,,Prop,26,196 Cm,138 Kg,https://www.rugbyworldcup.com/rwc2023/person-images-site/player-profile/69731.png
Aus-29,Australia,Taniela Tupou,"Tofoa, Tonga",Prop,27, Cm, Kg,https://www.rugbyworldcup.com/rwc2023/person-images-site/player-profile/61868.png
Aus-30,Australia,Blake Schoupp,,Prop,25,180 Cm,110 Kg,https://www.rugbyworldcup.com/rwc2023/person-images-site/player-profile/0535e2cf-26d9-4703-a62c-198c0f601634.png
Aus-31,Australia,Zane Nonggorr,,Prop,22,187 Cm,130 Kg,https://www.rugbyworldcup.com/rwc2023/person-images-site/player-profile/49f4a0a3-c025-42b7-a63c-7fdbb8405e45.png
Aus-32,Australia,James Slipper,"Southport, Australia",Prop,34,186 Cm,117 Kg,https://www.rugbyworldcup.com/rwc2023/person-images-site/player-profile/36790.png
Aus-33,Australia,Angus Bell,,Prop,23, Cm, Kg,https://www.rugbyworldcup.com/rwc2023/person-images-site/player-profile/66845.png
Fij-1,Fiji,Ilaisa Droasese,,15,24, Cm, Kg,https://www.rugbyworldcup.com/rwc2023/person-images-site/player-profile/66904.png
Fij-2,Fiji,Frank Lomani,"Savusavu, Fiji",9,27,178 Cm,79 Kg,https://www.rugbyworldcup.com/rwc2023/person-images-site/player-profile/57371.png
Fij-3,Fiji,Waisea Nayacalevu,"Navua, Fiji",Centre,33,195 Cm,97 Kg,https://www.rugbyworldcup.com/rwc2023/person-images-site/player-profile/46441.png
Fij-4,Fiji,Simione Kuruvoli,,Half Back,24,173 Cm,74 Kg,https://www.rugbyworldcup.com/rwc2023/person-images-site/player-profile/62276.png
Fij-5,Fiji,Peni Matawalu,,Half Back,26,175 Cm,78 Kg,https://www.rugbyworldcup.com/rwc2023/person-images-site/player-profile/57767.png
Fij-6,Fiji,Emosi Tuqiri,"South Brisbane, Australia",Unknown,22, Cm, Kg,https://www.rugbyworldcup.com/rwc2023/person-images-site/player-profile/66911.png
Fij-7,Fiji,Vilimoni Botitu,,Utility Back,25,170 Cm,80 Kg,https://www.rugbyworldcup.com/rwc2023/person-images-site/player-profile/60563.png
Fij-8,Fiji,Kalaveti Ravouvou,,Utility Back,25,186 Cm,94 Kg,https://www.rugbyworldcup.com/rwc2023/person-images-site/player-profile/74250.png
Fij-9,Fiji,Semi Radradra,"Taveuni, Fiji",Utility Back,31,189 Cm,89 Kg,https://www.rugbyworldcup.com/rwc2023/person-images-site/player-profile/43638.png
Fij-10,Fiji,Iosefo Masi,,Utility Back,25,190 Cm,90 Kg,https://www.rugbyworldcup.com/rwc2023/person-images-site/player-profile/75016.png
Fij-11,Fiji,Teti Tela,,Utility Back,32,176 Cm,90 Kg,https://www.rugbyworldcup.com/rwc2023/person-images-site/player-profile/39720.png
Fij-12,Fiji,Sireli Maqala,,Utility Back,23,167 Cm,85 Kg,https://www.rugbyworldcup.com/rwc2023/person-images-site/player-profile/71746.png
Fij-13,Fiji,Josua Tuisova,"Ba, Fiji",Wing,29,171 Cm,92 Kg,https://www.rugbyworldcup.com/rwc2023/person-images-site/player-profile/53366.png
Fij-14,Fiji,Jiuta Wainiqolo,,Wing,24,187 Cm,90 Kg,https://www.rugbyworldcup.com/rwc2023/person-images-site/player-profile/64561.png
Fij-15,Fiji,Vinaya Habosi,,Wing,23,184 Cm,100 Kg,https://www.rugbyworldcup.com/rwc2023/person-images-site/player-profile/74251.png
Fij-16,Fiji,Selesitino Ravutaumada,,Wing,23,183 Cm,93 Kg,https://www.rugbyworldcup.com/rwc2023/person-images-site/player-profile/833bec67-7833-4139-98f1-495f4b7db5cd.png
Fij-17,Fiji,Zuriel Togiatama,,2,24,183 Cm,109 Kg,https://www.rugbyworldcup.com/rwc2023/person-images-site/player-profile/72584.png
Fij-18,Fiji,Tevita Ikanivere,"Suva, Fiji",2,24,183 Cm,113 Kg,https://www.rugbyworldcup.com/rwc2023/person-images-site/player-profile/64556.png
Fij-19,Fiji,Samuel Matavesi,"Truro, England",2,31,182 Cm,102 Kg,https://www.rugbyworldcup.com/rwc2023/person-images-site/player-profile/48928.png
Fij-20,Fiji,Viliame Mata,"Suva, Fiji",8,32,196 Cm,103 Kg,https://www.rugbyworldcup.com/rwc2023/person-images-site/player-profile/53284.png
Fij-21,Fiji,Vilive Miramira,,Flanker,24,192 Cm,92 Kg,https://www.rugbyworldcup.com/rwc2023/person-images-site/player-profile/66907.png
Fij-22,Fiji,Levani Botia,"Suva, Fiji",Flanker,34,178 Cm,98 Kg,https://www.rugbyworldcup.com/rwc2023/person-images-site/player-profile/49570.png
Fij-23,Fiji,Lekima Tagitagivalu,,Flanker,28,190 Cm,99 Kg,https://www.rugbyworldcup.com/rwc2023/person-images-site/player-profile/55240.png
Fij-24,Fiji,Meli Derenalagi,,Flanker,25,192 Cm,100 Kg,https://www.rugbyworldcup.com/rwc2023/person-images-site/player-profile/60627.png
Fij-25,Fiji,Albert Tuisue,"Suva, Fiji",Lock,30,188 Cm,115 Kg,https://www.rugbyworldcup.com/rwc2023/person-images-site/player-profile/62612.png
Fij-26,Fiji,Temo Mayanavanua,,Lock,26,197 Cm,120 Kg,https://www.rugbyworldcup.com/rwc2023/person-images-site/player-profile/60558.png
Fij-27,Fiji,Isoa Nasilasila,,Lock,24,197 Cm,117 Kg,https://www.rugbyworldcup.com/rwc2023/person-images-site/player-profile/66905.png
Fij-28,Fiji,Te Ahiwaru Cirikidaveta,,Lock,25,194 Cm,110 Kg,https://www.rugbyworldcup.com/rwc2023/person-images-site/player-profile/74252.png
Fij-29,Fiji,Eroni Mawi,"Lautoka, Fiji",Prop,27,189 Cm,116 Kg,https://www.rugbyworldcup.com/rwc2023/person-images-site/player-profile/55246.png
Fij-30,Fiji,Mesake Doge,,Prop,30,178 Cm,122 Kg,https://www.rugbyworldcup.com/rwc2023/person-images-site/player-profile/48797.png
Fij-31,Fiji,Luke Tagi,"Suva, Fiji",Prop,26,192 Cm,130 Kg,https://www.rugbyworldcup.com/rwc2023/person-images-site/player-profile/60557.png
Fij-32,Fiji,Samu Tawake,,Prop,27,183 Cm,120 Kg,https://www.rugbyworldcup.com/rwc2023/person-images-site/player-profile/50652.png
Fij-33,Fiji,Peni Ravai,"Ra, Fiji",Prop,33, Cm, Kg,https://www.rugbyworldcup.com/rwc2023/person-images-site/player-profile/49571.png
Geo-1,Georgia,Tedo Abzhandadze,"Kutaisi, Georgia",10,24,174 Cm,74 Kg,https://www.rugbyworldcup.com/rwc2023/person-images-site/player-profile/60519.png
Geo-2,Georgia,Luka Matkava,"Tbilisi, Georgia",10,22,178 Cm,79 Kg,https://www.rugbyworldcup.com/rwc2023/person-images-site/player-profile/69848.png
Geo-3,Georgia,Davit Niniashvili,,15,21, Cm, Kg,https://www.rugbyworldcup.com/rwc2023/person-images-site/player-profile/69735.png
Geo-4,Georgia,Lasha Khmaladze,"Tbilisi, Georgia",15,35,180 Cm,82 Kg,https://www.rugbyworldcup.com/rwc2023/person-images-site/player-profile/29298.png
Geo-5,Georgia,Otar Lashkhi,"Tbilisi, Georgia",15,23,184 Cm,86 Kg,https://www.pngkit.com/png/full/349-3499519_person1-placeholder-imagem-de-perfil-anonimo.png
Geo-6,Georgia,Tengiz Peranidze,,9,25,176 Cm,73 Kg,https://www.rugbyworldcup.com/rwc2023/person-images-site/player-profile/63184.png
Geo-7,Georgia,Vasil Lobzhanidze,"Tbilisi, Georgia",9,27,175 Cm,75 Kg,https://www.rugbyworldcup.com/rwc2023/person-images-site/player-profile/54763.png
Geo-8,Georgia,Gela Aprasidze,"Bolnisi, Georgia",9,25,175 Cm,74 Kg,https://www.rugbyworldcup.com/rwc2023/person-images-site/player-profile/57879.png
Geo-9,Georgia,Merab Sharikadze,"Moscow, Russian Federation",Centre,30,185 Cm,96 Kg,https://www.rugbyworldcup.com/rwc2023/person-images-site/player-profile/45077.png
Geo-10,Georgia,Demur Tapladze,,Centre,23,192 Cm,91 Kg,https://www.rugbyworldcup.com/rwc2023/person-images-site/player-profile/63188.png
Geo-11,Georgia,Tornike Kakhoidze,,Centre,20,183 Cm,92 Kg,https://www.rugbyworldcup.com/rwc2023/person-images-site/player-profile/71463.png
Geo-12,Georgia,Giorgi Kveseladze,"Tbilisi, Georgia",Centre,26,185 Cm,96 Kg,https://www.rugbyworldcup.com/rwc2023/person-images-site/player-profile/62879.png
Geo-13,Georgia,Akaki Tabutsadze,,Wing,26,180 Cm,83 Kg,https://www.rugbyworldcup.com/rwc2023/person-images-site/player-profile/62885.png
Geo-14,Georgia,Alexander Todua,"Tbilisi, Georgia",Wing,36,181 Cm,94 Kg,https://www.rugbyworldcup.com/rwc2023/person-images-site/player-profile/29288.png
Geo-15,Georgia,Shalva Mamukashvili,"Tbilisi, Georgia",2,33,180 Cm,100 Kg,https://www.rugbyworldcup.com/rwc2023/person-images-site/player-profile/44012.png
Geo-16,Georgia,Vano Karkadze,"Kutaisi, Georgia",2,23,178 Cm,107 Kg,https://www.pngkit.com/png/full/349-3499519_person1-placeholder-imagem-de-perfil-anonimo.png
Geo-17,Georgia,Luka Nioradze,,2,24,180 Cm,107 Kg,https://www.rugbyworldcup.com/rwc2023/person-images-site/player-profile/66710.png
Geo-18,Georgia,Otari Giorgadze,"Kutaisi, Georgia",8,27,193 Cm,111 Kg,https://www.rugbyworldcup.com/rwc2023/person-images-site/player-profile/55474.png
Geo-19,Georgia,Tornike Jalagonia,,8,24,188 Cm,97 Kg,https://www.rugbyworldcup.com/rwc2023/person-images-site/player-profile/60516.png
Geo-20,Georgia,Beka Saginadze,"Bolnisi, Georgia",Flanker,25,192 Cm,105 Kg,https://www.rugbyworldcup.com/rwc2023/person-images-site/player-profile/65802.png
Geo-21,Georgia,Luka Ivanishvili,,Flanker,22,188 Cm,108 Kg,https://www.rugbyworldcup.com/rwc2023/person-images-site/player-profile/73323.png
Geo-22,Georgia,Giorgi Tsutskiridze,"Tbilisi, Georgia",Flanker,27,187 Cm,102 Kg,https://www.rugbyworldcup.com/rwc2023/person-images-site/player-profile/55494.png
Geo-23,Georgia,Mikheil Gachechiladze,,Flanker,32,190 Cm,101 Kg,https://www.rugbyworldcup.com/rwc2023/person-images-site/player-profile/62489.png
Geo-24,Georgia,Konstantine Mikautadze,"Sokhumi, Georgia",Lock,32,200 Cm,130 Kg,https://www.rugbyworldcup.com/rwc2023/person-images-site/player-profile/40057.png
Geo-25,Georgia,Mikheili Babunashvili,"Kutaisi, Georgia",Lock,27,195 Cm,115 Kg,https://www.pngkit.com/png/full/349-3499519_person1-placeholder-imagem-de-perfil-anonimo.png
Geo-26,Georgia,Vladimer Chachanidze,,Lock,23,200 Cm,120 Kg,https://www.rugbyworldcup.com/rwc2023/person-images-site/player-profile/66712.png
Geo-27,Georgia,Nodar Cheishvili,"Tbilisi, Georgia",Lock,32,200 Cm,115 Kg,https://www.rugbyworldcup.com/rwc2023/person-images-site/player-profile/56060.png
Geo-28,Georgia,Mikheil Nariashvili,"Kutaisi, Georgia",Prop,33,186 Cm,118 Kg,https://www.rugbyworldcup.com/rwc2023/person-images-site/player-profile/45076.png
Geo-29,Georgia,Irakli Aptsiauri,,Prop,20, Cm, Kg,https://www.rugbyworldcup.com/rwc2023/person-images-site/player-profile/71447.png
Geo-30,Georgia,Beka Gigashvili,"Bagdati, Georgia",Prop,31,177 Cm,114 Kg,https://www.rugbyworldcup.com/rwc2023/person-images-site/player-profile/65097.png
Geo-31,Georgia,Guram Papidze,,Prop,26,187 Cm,122 Kg,https://www.rugbyworldcup.com/rwc2023/person-images-site/player-profile/57876.png
Geo-32,Georgia,Guram Gogichashvili,"Khashuri, Georgia",Prop,25,183 Cm,118 Kg,https://www.rugbyworldcup.com/rwc2023/person-images-site/player-profile/60508.png
Geo-33,Georgia,Nika Abuladze,,Prop,28,187 Cm,125 Kg,https://www.rugbyworldcup.com/rwc2023/person-images-site/player-profile/70559.png
Por-1,Portugal,Jerónimo Portela,,10,23,192 Cm,87 Kg,https://www.rugbyworldcup.com/rwc2023/person-images-site/player-profile/64409.png
Por-2,Portugal,Joris Moura,,10,23,186 Cm,89 Kg,https://www.rugbyworldcup.com/rwc2023/person-images-site/player-profile/69040.png
Por-3,Portugal,Manuel Cardoso Pinto,,15,25,184 Cm,85 Kg,https://www.rugbyworldcup.com/rwc2023/person-images-site/player-profile/61036.png
Por-4,Portugal,Nuno Sousa Guedes,,15,29,177 Cm,85 Kg,https://www.rugbyworldcup.com/rwc2023/person-images-site/player-profile/66621.png
Por-5,Portugal,Pedro Lucas,,9,23,177 Cm,75 Kg,https://www.rugbyworldcup.com/rwc2023/person-images-site/player-profile/67524.png
Por-6,Portugal,João Belo,,9,28,169 Cm,80 Kg,https://www.rugbyworldcup.com/rwc2023/person-images-site/player-profile/54096.png
Por-7,Portugal,Samuel Marques,,9,35,177 Cm,80 Kg,https://www.rugbyworldcup.com/rwc2023/person-images-site/player-profile/47400.png
Por-8,Portugal,Pedro Bettencourt,,Centre,29,187 Cm,94 Kg,https://www.rugbyworldcup.com/rwc2023/person-images-site/player-profile/57245.png
Por-9,Portugal,José Lima,"Coimbra, Portugal",Centre,31,185 Cm,100 Kg,https://www.rugbyworldcup.com/rwc2023/person-images-site/player-profile/42117.png
Por-10,Portugal,Tomás Appleton,,Centre,30,182 Cm,95 Kg,https://www.rugbyworldcup.com/rwc2023/person-images-site/player-profile/48426.png
Por-11,Portugal,Raffaele Storti,"Lisbon, Portugal",Wing,22,185 Cm,90 Kg,https://www.rugbyworldcup.com/rwc2023/person-images-site/player-profile/66622.png
Por-12,Portugal,Rodrigo Marta,,Wing,24,185 Cm,90 Kg,https://www.rugbyworldcup.com/rwc2023/person-images-site/player-profile/64406.png
Por-13,Portugal,Vincent Pinto,,Wing,24,188 Cm,95 Kg,https://www.rugbyworldcup.com/rwc2023/person-images-site/player-profile/62418.png
Por-14,Portugal,Simão Bento,,Wing,22,180 Cm,80 Kg,https://www.rugbyworldcup.com/rwc2023/person-images-site/player-profile/67525.png
Por-15,Portugal,Mike Tadjer,"Massy, France",2,34,185 Cm,115 Kg,https://www.rugbyworldcup.com/rwc2023/person-images-site/player-profile/45063.png
Por-16,Portugal,Duarte Diniz,,2,28,180 Cm,101 Kg,https://www.rugbyworldcup.com/rwc2023/person-images-site/player-profile/55373.png
Por-17,Portugal,Lionel Campergue,,2,36,175 Cm,100 Kg,https://www.rugbyworldcup.com/rwc2023/person-images-site/player-profile/39027.png
Por-18,Portugal,Thibault De Freitas,,8,31,190 Cm,110 Kg,https://www.rugbyworldcup.com/rwc2023/person-images-site/player-profile/54981.png
Por-19,Portugal,João Granate,,Flanker,26,186 Cm,102 Kg,https://www.rugbyworldcup.com/rwc2023/person-images-site/player-profile/61037.png
Por-20,Portugal,Rafael Simões,,Flanker,32,195 Cm,110 Kg,https://www.rugbyworldcup.com/rwc2023/person-images-site/player-profile/43763.png
Por-21,Portugal,Manuel Picão,,Flanker,26,185 Cm,98 Kg,https://www.rugbyworldcup.com/rwc2023/person-images-site/player-profile/59911.png
Por-22,Portugal,David Wallis,,Flanker,26,190 Cm,100 Kg,https://www.rugbyworldcup.com/rwc2023/person-images-site/player-profile/218e6c78-1250-4226-b532-dd1f02808bbd.png
Por-23,Portugal,Nicolas Martins,"Toulouse, France",Flanker,24,196 Cm,100 Kg,https://www.rugbyworldcup.com/rwc2023/person-images-site/player-profile/74579.png
Por-24,Portugal,Duarte Torgal,,Lock,25,192 Cm,110 Kg,https://www.rugbyworldcup.com/rwc2023/person-images-site/player-profile/61398.png
Por-25,Portugal,Martim Belo,,Lock,23,194 Cm,105 Kg,https://www.rugbyworldcup.com/rwc2023/person-images-site/player-profile/67534.png
Por-26,Portugal,Steevy Cerqueira,,Lock,30,207 Cm,120 Kg,https://www.rugbyworldcup.com/rwc2023/person-images-site/player-profile/73193.png
Por-27,Portugal,José Madeira,,Lock,22,195 Cm,115 Kg,https://www.rugbyworldcup.com/rwc2023/person-images-site/player-profile/67530.png
Por-28,Portugal,Francisco Fernandes,,Prop,38,181 Cm,115 Kg,https://www.rugbyworldcup.com/rwc2023/person-images-site/player-profile/38928.png
Por-29,Portugal,Diogo Hasse Ferreira,,Prop,27,180 Cm,120 Kg,https://www.rugbyworldcup.com/rwc2023/person-images-site/player-profile/55372.png
Por-30,Portugal,Anthony Alves,,Prop,34,185 Cm,120 Kg,https://www.rugbyworldcup.com/rwc2023/person-images-site/player-profile/42116.png
Por-31,Portugal,Francisco Bruno,,Prop,28,180 Cm,111 Kg,https://www.rugbyworldcup.com/rwc2023/person-images-site/player-profile/55370.png
Por-32,Portugal,António Santos,,Prop,25,186 Cm,115 Kg,https://www.rugbyworldcup.com/rwc2023/person-images-site/player-profile/75466.png
Por-33,Portugal,David Costa,,Prop,24,183 Cm,115 Kg,https://www.rugbyworldcup.com/rwc2023/person-images-site/player-profile/64398.png
Eng-1,England,Alex Mitchell,,9,26,180 Cm,89 Kg,https://www.rugbyworldcup.com/rwc2023/person-images-site/player-profile/59738.png
Eng-2,England,Ben Youngs,"Cawston, England",9,34,178 Cm,89 Kg,https://www.rugbyworldcup.com/rwc2023/person-images-site/player-profile/34189.png
Eng-3,England,Danny Care,"Leeds, England",9,36,175 Cm,85 Kg,https://www.rugbyworldcup.com/rwc2023/person-images-site/player-profile/29159.png
Eng-4,England,Jonny May,"Swindon, England",Back,33,188 Cm,90 Kg,https://www.rugbyworldcup.com/rwc2023/person-images-site/player-profile/38906.png
Eng-5,England,Owen Farrell,"Billinge, England",Back,32,188 Cm,92 Kg,https://www.rugbyworldcup.com/rwc2023/person-images-site/player-profile/43573.png
Eng-6,England,Max Malins,,Back,26,181 Cm,84 Kg,https://www.rugbyworldcup.com/rwc2023/person-images-site/player-profile/56794.png
Eng-7,England,Ollie Lawrence,,Back,24,180 Cm,99 Kg,https://www.rugbyworldcup.com/rwc2023/person-images-site/player-profile/62562.png
Eng-8,England,Joe Marchant,,Back,27,183 Cm,89 Kg,https://www.rugbyworldcup.com/rwc2023/person-images-site/player-profile/55598.png
Eng-9,England,Marcus Smith,"Makati City, Philippines",Back,24,175 Cm,83 Kg,https://www.rugbyworldcup.com/rwc2023/person-images-site/player-profile/59924.png
Eng-10,England,Manu Tuilagi,"Apia, Samoa",Back,32,185 Cm,112 Kg,https://www.rugbyworldcup.com/rwc2023/person-images-site/player-profile/44193.png
Eng-11,England,Henry Arundell,,Back,21,183 Cm,95 Kg,https://www.rugbyworldcup.com/rwc2023/person-images-site/player-profile/73172.png
Eng-12,England,Freddie Steward,"Norwich, England",Back,23,196 Cm,104 Kg,https://www.rugbyworldcup.com/rwc2023/person-images-site/player-profile/68931.png
Eng-13,England,Elliot Daly,"Croydon, England",Back,31,184 Cm,94 Kg,https://www.rugbyworldcup.com/rwc2023/person-images-site/player-profile/43571.png
Eng-14,England,Sam Underhill,"Dayton, Ohio, United States",Unknown,27,186 Cm,106 Kg,https://www.pngkit.com/png/full/349-3499519_person1-placeholder-imagem-de-perfil-anonimo.png
Eng-15,England,George Ford,"Oldham, England",Utility Back,30,178 Cm,84 Kg,https://www.rugbyworldcup.com/rwc2023/person-images-site/player-profile/43574.png
Eng-16,England,Jack Walker,,2,27,187 Cm,96 Kg,https://www.rugbyworldcup.com/rwc2023/person-images-site/player-profile/50354.png
